i, r, v, t, mu, chi
422, 10.00000, 30.00000, 0.31431, 48000.00000, 13.46169
423, 10.00000, 30.00000, 0.31505, 48000.00000, 13.47948
424, 10.00000, 30.00000, 0.31580, 48000.00000, 13.49722
425, 10.00000, 30.00000, 0.31654, 48000.00000, 13.51493
426, 10.00000, 30.00000, 0.31729, 48000.00000, 13.53260
427, 10.00000, 30.00000, 0.31803, 48000.00000, 13.55024
428, 10.00000, 30.00000, 0.31878, 48000.00000, 13.56784
429, 10.00000, 30.00000, 0.31952, 48000.00000, 13.58540
430, 10.00000, 30.00000, 0.32027, 48000.00000, 13.60294
431, 10.00000, 30.00000, 0.32101, 48000.00000, 13.62044
432, 10.00000, 30.00000, 0.32176, 48000.00000, 13.63790
433, 10.00000, 30.00000, 0.32250, 48000.00000, 13.65533
434, 10.00000, 30.00000, 0.32324, 48000.00000, 13.67273
435, 10.00000, 30.00000, 0.32399, 48000.00000, 13.69010
436, 10.00000, 30.00000, 0.32473, 48000.00000, 13.70744
437, 10.00000, 30.00000, 0.32548, 48000.00000, 13.72475
438, 10.00000, 30.00000, 0.32622, 48000.00000, 13.74203
439, 10.00000, 30.00000, 0.32697, 48000.00000, 13.75928
440, 10.00000, 30.00000, 0.32771, 48000.00000, 13.77649
441, 10.00000, 30.00000, 0.32846, 48000.00000, 13.79369
442, 10.00000, 30.00000, 0.32920, 48000.00000, 13.81085
443, 10.00000, 30.00000, 0.32995, 48000.00000, 13.82799
444, 10.00000, 30.00000, 0.33069, 48000.00000, 13.84510
445, 10.00000, 30.00000, 0.33144, 48000.00000, 13.86219
446, 10.00000, 30.00000, 0.33218, 48000.00000, 13.87925
447, 10.00000, 30.00000, 0.33293, 48000.00000, 13.89628
448, 10.00000, 30.00000, 0.33367, 48000.00000, 13.91329
449, 10.00000, 30.00000, 0.33442, 48000.00000, 13.93028
450, 10.00000, 30.00000, 0.33516, 48000.00000, 13.94724
451, 10.00000, 30.00000, 0.33591, 48000.00000, 13.96418
452, 10.00000, 30.00000, 0.33665, 48000.00000, 13.98109
453, 10.00000, 30.00000, 0.33740, 48000.00000, 13.99799
454, 10.00000, 30.00000, 0.33814, 48000.00000, 14.01486
455, 10.00000, 30.00000, 0.33889, 48000.00000, 14.03172
456, 10.00000, 30.00000, 0.33963, 48000.00000, 14.04854
457, 10.00000, 30.00000, 0.34038, 48000.00000, 14.06536
458, 10.00000, 30.00000, 0.34112, 48000.00000, 14.08215
459, 10.00000, 30.00000, 0.34186, 48000.00000, 14.09892
460, 10.00000, 30.00000, 0.34261, 48000.00000, 14.11567
461, 10.00000, 30.00000, 0.34335, 48000.00000, 14.13240
462, 10.00000, 30.00000, 0.34410, 48000.00000, 14.14912
463, 10.00000, 30.00000, 0.34484, 48000.00000, 14.16581
464, 10.00000, 30.00000, 0.34559, 48000.00000, 14.18249
465, 10.00000, 30.00000, 0.34633, 48000.00000, 14.19916
466, 10.00000, 30.00000, 0.34708, 48000.00000, 14.21580
467, 10.00000, 30.00000, 0.34782, 48000.00000, 14.23243
468, 10.00000, 30.00000, 0.34857, 48000.00000, 14.24905
469, 10.00000, 30.00000, 0.34931, 48000.00000, 14.26565
470, 10.00000, 30.00000, 0.35006, 48000.00000, 14.28223
471, 10.00000, 30.00000, 0.35080, 48000.00000, 14.29880
472, 10.00000, 30.00000, 0.35155, 48000.00000, 14.31536
473, 10.00000, 30.00000, 0.35229, 48000.00000, 14.33190
474, 10.00000, 30.00000, 0.35304, 48000.00000, 14.34843
475, 10.00000, 30.00000, 0.35378, 48000.00000, 14.36494
476, 10.00000, 30.00000, 0.35453, 48000.00000, 14.38145
477, 10.00000, 30.00000, 0.35527, 48000.00000, 14.39794
478, 10.00000, 30.00000, 0.35602, 48000.00000, 14.41442
479, 10.00000, 30.00000, 0.35676, 48000.00000, 14.43089
480, 10.00000, 30.00000, 0.35751, 48000.00000, 14.44735
481, 10.00000, 30.00000, 0.35825, 48000.00000, 14.46379
482, 10.00000, 30.00000, 0.35900, 48000.00000, 14.48023
483, 10.00000, 30.00000, 0.35974, 48000.00000, 14.49666
484, 10.00000, 30.00000, 0.36048, 48000.00000, 14.51307
485, 10.00000, 30.00000, 0.36123, 48000.00000, 14.52948
486, 10.00000, 30.00000, 0.36197, 48000.00000, 14.54588
487, 10.00000, 30.00000, 0.36272, 48000.00000, 14.56227
488, 10.00000, 30.00000, 0.36346, 48000.00000, 14.57866
489, 10.00000, 30.00000, 0.36421, 48000.00000, 14.59503
490, 10.00000, 30.00000, 0.36495, 48000.00000, 14.61140
491, 10.00000, 30.00000, 0.36570, 48000.00000, 14.62776
492, 10.00000, 30.00000, 0.36644, 48000.00000, 14.64412
493, 10.00000, 30.00000, 0.36719, 48000.00000, 14.66047
494, 10.00000, 30.00000, 0.36793, 48000.00000, 14.67681
495, 10.00000, 30.00000, 0.36868, 48000.00000, 14.69315
496, 10.00000, 30.00000, 0.36942, 48000.00000, 14.70948
497, 10.00000, 30.00000, 0.37017, 48000.00000, 14.72581
498, 10.00000, 30.00000, 0.37091, 48000.00000, 14.74213
499, 10.00000, 30.00000, 0.37166, 48000.00000, 14.75845
500, 10.00000, 32.85714, 0.00000, 48000.00000, 0.00000
501, 10.00000, 32.85714, 0.00077, 48000.00000, 0.01683
502, 10.00000, 32.85714, 0.00154, 48000.00000, 0.03366
503, 10.00000, 32.85714, 0.00231, 48000.00000, 0.05049
504, 10.00000, 32.85714, 0.00307, 48000.00000, 0.06732
505, 10.00000, 32.85714, 0.00384, 48000.00000, 0.08414
506, 10.00000, 32.85714, 0.00461, 48000.00000, 0.10096
507, 10.00000, 32.85714, 0.00538, 48000.00000, 0.11777
508, 10.00000, 32.85714, 0.00615, 48000.00000, 0.13459
509, 10.00000, 32.85714, 0.00692, 48000.00000, 0.15140
510, 10.00000, 32.85714, 0.00768, 48000.00000, 0.16821
511, 10.00000, 32.85714, 0.00845, 48000.00000, 0.18503
512, 10.00000, 32.85714, 0.00922, 48000.00000, 0.20184
513, 10.00000, 32.85714, 0.00999, 48000.00000, 0.21865
514, 10.00000, 32.85714, 0.01076, 48000.00000, 0.23546
515, 10.00000, 32.85714, 0.01153, 48000.00000, 0.25228
516, 10.00000, 32.85714, 0.01230, 48000.00000, 0.26909
517, 10.00000, 32.85714, 0.01306, 48000.00000, 0.28591
518, 10.00000, 32.85714, 0.01383, 48000.00000, 0.30273
519, 10.00000, 32.85714, 0.01460, 48000.00000, 0.31955
520, 10.00000, 32.85714, 0.01537, 48000.00000, 0.33637
521, 10.00000, 32.85714, 0.01614, 48000.00000, 0.35320
522, 10.00000, 32.85714, 0.01691, 48000.00000, 0.37003
523, 10.00000, 32.85714, 0.01767, 48000.00000, 0.38687
524, 10.00000, 32.85714, 0.01844, 48000.00000, 0.40371
525, 10.00000, 32.85714, 0.01921, 48000.00000, 0.42055
526, 10.00000, 32.85714, 0.01998, 48000.00000, 0.43740
527, 10.00000, 32.85714, 0.02075, 48000.00000, 0.45425
528, 10.00000, 32.85714, 0.02152, 48000.00000, 0.47111
529, 10.00000, 32.85714, 0.02229, 48000.00000, 0.48798
530, 10.00000, 32.85714, 0.02305, 48000.00000, 0.50485
531, 10.00000, 32.85714, 0.02382, 48000.00000, 0.52173
532, 10.00000, 32.85714, 0.02459, 48000.00000, 0.53862
533, 10.00000, 32.85714, 0.02536, 48000.00000, 0.55551
534, 10.00000, 32.85714, 0.02613, 48000.00000, 0.57241
535, 10.00000, 32.85714, 0.02690, 48000.00000, 0.58932
536, 10.00000, 32.85714, 0.02767, 48000.00000, 0.60624
537, 10.00000, 32.85714, 0.02843, 48000.00000, 0.62317
538, 10.00000, 32.85714, 0.02920, 48000.00000, 0.64011
539, 10.00000, 32.85714, 0.02997, 48000.00000, 0.65706
540, 10.00000, 32.85714, 0.03074, 48000.00000, 0.67402
541, 10.00000, 32.85714, 0.03151, 48000.00000, 0.69099
542, 10.00000, 32.85714, 0.03228, 48000.00000, 0.70797
543, 10.00000, 32.85714, 0.03304, 48000.00000, 0.72496
544, 10.00000, 32.85714, 0.03381, 48000.00000, 0.74197
545, 10.00000, 32.85714, 0.03458, 48000.00000, 0.75898
546, 10.00000, 32.85714, 0.03535, 48000.00000, 0.77601
547, 10.00000, 32.85714, 0.03612, 48000.00000, 0.79306
548, 10.00000, 32.85714, 0.03689, 48000.00000, 0.81011
549, 10.00000, 32.85714, 0.03766, 48000.00000, 0.82718
550, 10.00000, 32.85714, 0.03842, 48000.00000, 0.84427
551, 10.00000, 32.85714, 0.03919, 48000.00000, 0.86137
552, 10.00000, 32.85714, 0.03996, 48000.00000, 0.87848
553, 10.00000, 32.85714, 0.04073, 48000.00000, 0.89561
554, 10.00000, 32.85714, 0.04150, 48000.00000, 0.91276
555, 10.00000, 32.85714, 0.04227, 48000.00000, 0.92992
556, 10.00000, 32.85714, 0.04303, 48000.00000, 0.94710
557, 10.00000, 32.85714, 0.04380, 48000.00000, 0.96430
558, 10.00000, 32.85714, 0.04457, 48000.00000, 0.98152
559, 10.00000, 32.85714, 0.04534, 48000.00000, 0.99875
560, 10.00000, 32.85714, 0.04611, 48000.00000, 1.01600
561, 10.00000, 32.85714, 0.04688, 48000.00000, 1.03327
562, 10.00000, 32.85714, 0.04765, 48000.00000, 1.05056
563, 10.00000, 32.85714, 0.04841, 48000.00000, 1.06788
564, 10.00000, 32.85714, 0.04918, 48000.00000, 1.08521
565, 10.00000, 32.85714, 0.04995, 48000.00000, 1.10256
566, 10.00000, 32.85714, 0.05072, 48000.00000, 1.11993
567, 10.00000, 32.85714, 0.05149, 48000.00000, 1.13733
568, 10.00000, 32.85714, 0.05226, 48000.00000, 1.15475
569, 10.00000, 32.85714, 0.05302, 48000.00000, 1.17219
570, 10.00000, 32.85714, 0.05379, 48000.00000, 1.18965
571, 10.00000, 32.85714, 0.05456, 48000.00000, 1.20714
572, 10.00000, 32.85714, 0.05533, 48000.00000, 1.22466
573, 10.00000, 32.85714, 0.05610, 48000.00000, 1.24219
574, 10.00000, 32.85714, 0.05687, 48000.00000, 1.25976
575, 10.00000, 32.85714, 0.05764, 48000.00000, 1.27735
576, 10.00000, 32.85714, 0.05840, 48000.00000, 1.29496
577, 10.00000, 32.85714, 0.05917, 48000.00000, 1.31261
578, 10.00000, 32.85714, 0.05994, 48000.00000, 1.33027
579, 10.00000, 32.85714, 0.06071, 48000.00000, 1.34797
580, 10.00000, 32.85714, 0.06148, 48000.00000, 1.36570
581, 10.00000, 32.85714, 0.06225, 48000.00000, 1.38345
582, 10.00000, 32.85714, 0.06301, 48000.00000, 1.40124
583, 10.00000, 32.85714, 0.06378, 48000.00000, 1.41905
584, 10.00000, 32.85714, 0.06455, 48000.00000, 1.43690
585, 10.00000, 32.85714, 0.06532, 48000.00000, 1.45478
586, 10.00000, 32.85714, 0.06609, 48000.00000, 1.47269
587, 10.00000, 32.85714, 0.06686, 48000.00000, 1.49063
588, 10.00000, 32.85714, 0.06763, 48000.00000, 1.50860
589, 10.00000, 32.85714, 0.06839, 48000.00000, 1.52661
590, 10.00000, 32.85714, 0.06916, 48000.00000, 1.54465
591, 10.00000, 32.85714, 0.06993, 48000.00000, 1.56273
592, 10.00000, 32.85714, 0.07070, 48000.00000, 1.58084
593, 10.00000, 32.85714, 0.07147, 48000.00000, 1.59899
594, 10.00000, 32.85714, 0.07224, 48000.00000, 1.61717
595, 10.00000, 32.85714, 0.07301, 48000.00000, 1.63540
596, 10.00000, 32.85714, 0.07377, 48000.00000, 1.65366
597, 10.00000, 32.85714, 0.07454, 48000.00000, 1.67196
598, 10.00000, 32.85714, 0.07531, 48000.00000, 1.69029
599, 10.00000, 32.85714, 0.07608, 48000.00000, 1.70867
600, 10.00000, 32.85714, 0.07685, 48000.00000, 1.72709
601, 10.00000, 32.85714, 0.07762, 48000.00000, 1.74555
602, 10.00000, 32.85714, 0.07838, 48000.00000, 1.76406
603, 10.00000, 32.85714, 0.07915, 48000.00000, 1.78260
604, 10.00000, 32.85714, 0.07992, 48000.00000, 1.80119
605, 10.00000, 32.85714, 0.08069, 48000.00000, 1.81982
606, 10.00000, 32.85714, 0.08146, 48000.00000, 1.83850
607, 10.00000, 32.85714, 0.08223, 48000.00000, 1.85723
608, 10.00000, 32.85714, 0.08300, 48000.00000, 1.87600
609, 10.00000, 32.85714, 0.08376, 48000.00000, 1.89482
610, 10.00000, 32.85714, 0.08453, 48000.00000, 1.91368
611, 10.00000, 32.85714, 0.08530, 48000.00000, 1.93260
612, 10.00000, 32.85714, 0.08607, 48000.00000, 1.95156
613, 10.00000, 32.85714, 0.08684, 48000.00000, 1.97058
614, 10.00000, 32.85714, 0.08761, 48000.00000, 1.98965
615, 10.00000, 32.85714, 0.08837, 48000.00000, 2.00877
616, 10.00000, 32.85714, 0.08914, 48000.00000, 2.02794
617, 10.00000, 32.85714, 0.08991, 48000.00000, 2.04717
618, 10.00000, 32.85714, 0.09068, 48000.00000, 2.06645
619, 10.00000, 32.85714, 0.09145, 48000.00000, 2.08579
620, 10.00000, 32.85714, 0.09222, 48000.00000, 2.10519
621, 10.00000, 32.85714, 0.09299, 48000.00000, 2.12464
622, 10.00000, 32.85714, 0.09375, 48000.00000, 2.14415
623, 10.00000, 32.85714, 0.09452, 48000.00000, 2.16372
624, 10.00000, 32.85714, 0.09529, 48000.00000, 2.18336
625, 10.00000, 32.85714, 0.09606, 48000.00000, 2.20305
626, 10.00000, 32.85714, 0.09683, 48000.00000, 2.22281
627, 10.00000, 32.85714, 0.09760, 48000.00000, 2.24263
628, 10.00000, 32.85714, 0.09836, 48000.00000, 2.26252
629, 10.00000, 32.85714, 0.09913, 48000.00000, 2.28248
630, 10.00000, 32.85714, 0.09990, 48000.00000, 2.30250
631, 10.00000, 32.85714, 0.10067, 48000.00000, 2.32259
632, 10.00000, 32.85714, 0.10144, 48000.00000, 2.34275
633, 10.00000, 32.85714, 0.10221, 48000.00000, 2.36298
634, 10.00000, 32.85714, 0.10298, 48000.00000, 2.38328
635, 10.00000, 32.85714, 0.10374, 48000.00000, 2.40366
636, 10.00000, 32.85714, 0.10451, 48000.00000, 2.42411
637, 10.00000, 32.85714, 0.10528, 48000.00000, 2.44464
638, 10.00000, 32.85714, 0.10605, 48000.00000, 2.46525
639, 10.00000, 32.85714, 0.10682, 48000.00000, 2.48593
640, 10.00000, 32.85714, 0.10759, 48000.00000, 2.50670
641, 10.00000, 32.85714, 0.10836, 48000.00000, 2.52754
642, 10.00000, 32.85714, 0.10912, 48000.00000, 2.54847
643, 10.00000, 32.85714, 0.10989, 48000.00000, 2.56949
644, 10.00000, 32.85714, 0.11066, 48000.00000, 2.59059
645, 10.00000, 32.85714, 0.11143, 48000.00000, 2.61178
646, 10.00000, 32.85714, 0.11220, 48000.00000, 2.63306
647, 10.00000, 32.85714, 0.11297, 48000.00000, 2.65442
648, 10.00000, 32.85714, 0.11373, 48000.00000, 2.67589
649, 10.00000, 32.85714, 0.11450, 48000.00000, 2.69744
650, 10.00000, 32.85714, 0.11527, 48000.00000, 2.71909
651, 10.00000, 32.85714, 0.11604, 48000.00000, 2.74084
652, 10.00000, 32.85714, 0.11681, 48000.00000, 2.76269
653, 10.00000, 32.85714, 0.11758, 48000.00000, 2.78465
654, 10.00000, 32.85714, 0.11835, 48000.00000, 2.80670
655, 10.00000, 32.85714, 0.11911, 48000.00000, 2.82886
656, 10.00000, 32.85714, 0.11988, 48000.00000, 2.85113
657, 10.00000, 32.85714, 0.12065, 48000.00000, 2.87351
658, 10.00000, 32.85714, 0.12142, 48000.00000, 2.89600
659, 10.00000, 32.85714, 0.12219, 48000.00000, 2.91860
660, 10.00000, 32.85714, 0.12296, 48000.00000, 2.94133
661, 10.00000, 32.85714, 0.12372, 48000.00000, 2.96417
662, 10.00000, 32.85714, 0.12449, 48000.00000, 2.98713
663, 10.00000, 32.85714, 0.12526, 48000.00000, 3.01021
664, 10.00000, 32.85714, 0.12603, 48000.00000, 3.03342
665, 10.00000, 32.85714, 0.12680, 48000.00000, 3.05676
666, 10.00000, 32.85714, 0.12757, 48000.00000, 3.08023
667, 10.00000, 32.85714, 0.12834, 48000.00000, 3.10383
668, 10.00000, 32.85714, 0.12910, 48000.00000, 3.12758
669, 10.00000, 32.85714, 0.12987, 48000.00000, 3.15146
670, 10.00000, 32.85714, 0.13064, 48000.00000, 3.17548
671, 10.00000, 32.85714, 0.13141, 48000.00000, 3.19965
672, 10.00000, 32.85714, 0.13218, 48000.00000, 3.22397
673, 10.00000, 32.85714, 0.13295, 48000.00000, 3.24844
674, 10.00000, 32.85714, 0.13371, 48000.00000, 3.27307
675, 10.00000, 32.85714, 0.13448, 48000.00000, 3.29785
676, 10.00000, 32.85714, 0.13525, 48000.00000, 3.32280
677, 10.00000, 32.85714, 0.13602, 48000.00000, 3.34792
678, 10.00000, 32.85714, 0.13679, 48000.00000, 3.37320
679, 10.00000, 32.85714, 0.13756, 48000.00000, 3.39866
680, 10.00000, 32.85714, 0.13833, 48000.00000, 3.42430
681, 10.00000, 32.85714, 0.13909, 48000.00000, 3.45012
682, 10.00000, 32.85714, 0.13986, 48000.00000, 3.47613
683, 10.00000, 32.85714, 0.14063, 48000.00000, 3.50233
684, 10.00000, 32.85714, 0.14140, 48000.00000, 3.52873
685, 10.00000, 32.85714, 0.14217, 48000.00000, 3.55533
686, 10.00000, 32.85714, 0.14294, 48000.00000, 3.58213
687, 10.00000, 32.85714, 0.14370, 48000.00000, 3.60915
688, 10.00000, 32.85714, 0.14447, 48000.00000, 3.63638
689, 10.00000, 32.85714, 0.14524, 48000.00000, 3.66383
690, 10.00000, 32.85714, 0.14601, 48000.00000, 3.69151
691, 10.00000, 32.85714, 0.14678, 48000.00000, 3.71943
692, 10.00000, 32.85714, 0.14755, 48000.00000, 3.74759
693, 10.00000, 32.85714, 0.14832, 48000.00000, 3.77599
694, 10.00000, 32.85714, 0.14908, 48000.00000, 3.80465
695, 10.00000, 32.85714, 0.14985, 48000.00000, 3.83357
696, 10.00000, 32.85714, 0.15062, 48000.00000, 3.86276
697, 10.00000, 32.85714, 0.15139, 48000.00000, 3.89223
698, 10.00000, 32.85714, 0.15216, 48000.00000, 3.92198
699, 10.00000, 32.85714, 0.15293, 48000.00000, 3.95202
700, 10.00000, 32.85714, 0.15370, 48000.00000, 3.98237
701, 10.00000, 32.85714, 0.15446, 48000.00000, 4.01302
702, 10.00000, 32.85714, 0.15523, 48000.00000, 4.04400
703, 10.00000, 32.85714, 0.15600, 48000.00000, 4.07531
704, 10.00000, 32.85714, 0.15677, 48000.00000, 4.10696
705, 10.00000, 32.85714, 0.15754, 48000.00000, 4.13896
706, 10.00000, 32.85714, 0.15831, 48000.00000, 4.17132
707, 10.00000, 32.85714, 0.15907, 48000.00000, 4.20406
708, 10.00000, 32.85714, 0.15984, 48000.00000, 4.23719
709, 10.00000, 32.85714, 0.16061, 48000.00000, 4.27072
710, 10.00000, 32.85714, 0.16138, 48000.00000, 4.30467
711, 10.00000, 32.85714, 0.16215, 48000.00000, 4.33905
712, 10.00000, 32.85714, 0.16292, 48000.00000, 4.37388
713, 10.00000, 32.85714, 0.16369, 48000.00000, 4.40917
714, 10.00000, 32.85714, 0.16445, 48000.00000, 4.44494
715, 10.00000, 32.85714, 0.16522, 48000.00000, 4.48121
716, 10.00000, 32.85714, 0.16599, 48000.00000, 4.51800
717, 10.00000, 32.85714, 0.16676, 48000.00000, 4.55533
718, 10.00000, 32.85714, 0.16753, 48000.00000, 4.59323
719, 10.00000, 32.85714, 0.16830, 48000.00000, 4.63171
720, 10.00000, 32.85714, 0.16906, 48000.00000, 4.67080
721, 10.00000, 32.85714, 0.16983, 48000.00000, 4.71053
722, 10.00000, 32.85714, 0.17060, 48000.00000, 4.75092
723, 10.00000, 32.85714, 0.17137, 48000.00000, 4.79202
724, 10.00000, 32.85714, 0.17214, 48000.00000, 4.83384
725, 10.00000, 32.85714, 0.17291, 48000.00000, 4.87642
726, 10.00000, 32.85714, 0.17368, 48000.00000, 4.91981
727, 10.00000, 32.85714, 0.17444, 48000.00000, 4.96404
728, 10.00000, 32.85714, 0.17521, 48000.00000, 5.00915
729, 10.00000, 32.85714, 0.17598, 48000.00000, 5.05519
730, 10.00000, 32.85714, 0.17675, 48000.00000, 5.10221
731, 10.00000, 32.85714, 0.17752, 48000.00000, 5.15027
732, 10.00000, 32.85714, 0.17829, 48000.00000, 5.19942
733, 10.00000, 32.85714, 0.17905, 48000.00000, 5.24973
734, 10.00000, 32.85714, 0.17982, 48000.00000, 5.30126
735, 10.00000, 32.85714, 0.18059, 48000.00000, 5.35409
736, 10.00000, 32.85714, 0.18136, 48000.00000, 5.40831
737, 10.00000, 32.85714, 0.18213, 48000.00000, 5.46400
738, 10.00000, 32.85714, 0.18290, 48000.00000, 5.52127
739, 10.00000, 32.85714, 0.18367, 48000.00000, 5.58021
740, 10.00000, 32.85714, 0.18443, 48000.00000, 5.64095
741, 10.00000, 32.85714, 0.18520, 48000.00000, 5.70362
742, 10.00000, 32.85714, 0.18597, 48000.00000, 5.76835
743, 10.00000, 32.85714, 0.18674, 48000.00000, 5.83532
744, 10.00000, 32.85714, 0.18751, 48000.00000, 5.90469
745, 10.00000, 32.85714, 0.18828, 48000.00000, 5.97664
746, 10.00000, 32.85714, 0.18904, 48000.00000, 6.05140
747, 10.00000, 32.85714, 0.18981, 48000.00000, 6.12919
748, 10.00000, 32.85714, 0.19058, 48000.00000, 6.21026
749, 10.00000, 32.85714, 0.19135, 48000.00000, 6.29488
750, 10.00000, 32.85714, 0.19212, 48000.00000, 6.38332
751, 10.00000, 32.85714, 0.19289, 48000.00000, 6.47589
752, 10.00000, 32.85714, 0.19366, 48000.00000, 6.57289
753, 10.00000, 32.85714, 0.19442, 48000.00000, 6.67458
754, 10.00000, 32.85714, 0.19519, 48000.00000, 6.78121
755, 10.00000, 32.85714, 0.19596, 48000.00000, 6.89293
756, 10.00000, 32.85714, 0.19673, 48000.00000, 7.00976
757, 10.00000, 32.85714, 0.19750, 48000.00000, 7.13153
758, 10.00000, 32.85714, 0.19827, 48000.00000, 7.25781
759, 10.00000, 32.85714, 0.19904, 48000.00000, 7.38786
760, 10.00000, 32.85714, 0.19980, 48000.00000, 7.52065
761, 10.00000, 32.85714, 0.20057, 48000.00000, 7.65483
762, 10.00000, 32.85714, 0.20134, 48000.00000, 7.78896
763, 10.00000, 32.85714, 0.20211, 48000.00000, 7.92157
764, 10.00000, 32.85714, 0.20288, 48000.00000, 8.05134
765, 10.00000, 32.85714, 0.20365, 48000.00000, 8.17728
766, 10.00000, 32.85714, 0.20441, 48000.00000, 8.29866
767, 10.00000, 32.85714, 0.20518, 48000.00000, 8.41507
768, 10.00000, 32.85714, 0.20595, 48000.00000, 8.52637
769, 10.00000, 32.85714, 0.20672, 48000.00000, 8.63259
770, 10.00000, 32.85714, 0.20749, 48000.00000, 8.73388
771, 10.00000, 32.85714, 0.20826, 48000.00000, 8.83051
772, 10.00000, 32.85714, 0.20903, 48000.00000, 8.92273
773, 10.00000, 32.85714, 0.20979, 48000.00000, 9.01086
774, 10.00000, 32.85714, 0.21056, 48000.00000, 9.09517
775, 10.00000, 32.85714, 0.21133, 48000.00000, 9.17596
776, 10.00000, 32.85714, 0.21210, 48000.00000, 9.25349
777, 10.00000, 32.85714, 0.21287, 48000.00000, 9.32801
778, 10.00000, 32.85714, 0.21364, 48000.00000, 9.39975
779, 10.00000, 32.85714, 0.21440, 48000.00000, 9.46892
780, 10.00000, 32.85714, 0.21517, 48000.00000, 9.53569
781, 10.00000, 32.85714, 0.21594, 48000.00000, 9.60025
782, 10.00000, 32.85714, 0.21671, 48000.00000, 9.66276
783, 10.00000, 32.85714, 0.21748, 48000.00000, 9.72334
784, 10.00000, 32.85714, 0.21825, 48000.00000, 9.78215
785, 10.00000, 32.85714, 0.21902, 48000.00000, 9.83928
786, 10.00000, 32.85714, 0.21978, 48000.00000, 9.89485
787, 10.00000, 32.85714, 0.22055, 48000.00000, 9.94895
788, 10.00000, 32.85714, 0.22132, 48000.00000, 10.00167
789, 10.00000, 32.85714, 0.22209, 48000.00000, 10.05310
790, 10.00000, 32.85714, 0.22286, 48000.00000, 10.10331
791, 10.00000, 32.85714, 0.22363, 48000.00000, 10.15237
792, 10.00000, 32.85714, 0.22439, 48000.00000, 10.20034
793, 10.00000, 32.85714, 0.22516, 48000.00000, 10.24728
794, 10.00000, 32.85714, 0.22593, 48000.00000, 10.29325
795, 10.00000, 32.85714, 0.22670, 48000.00000, 10.33828
796, 10.00000, 32.85714, 0.22747, 48000.00000, 10.38244
797, 10.00000, 32.85714, 0.22824, 48000.00000, 10.42576
798, 10.00000, 32.85714, 0.22901, 48000.00000, 10.46828
799, 10.00000, 32.85714, 0.22977, 48000.00000, 10.51004
800, 10.00000, 32.85714, 0.23054, 48000.00000, 10.55107
801, 10.00000, 32.85714, 0.23131, 48000.00000, 10.59141
802, 10.00000, 32.85714, 0.23208, 48000.00000, 10.63109
803, 10.00000, 32.85714, 0.23285, 48000.00000, 10.67013
804, 10.00000, 32.85714, 0.23362, 48000.00000, 10.70856
805, 10.00000, 32.85714, 0.23438, 48000.00000, 10.74641
806, 10.00000, 32.85714, 0.23515, 48000.00000, 10.78370
807, 10.00000, 32.85714, 0.23592, 48000.00000, 10.82044
808, 10.00000, 32.85714, 0.23669, 48000.00000, 10.85668
809, 10.00000, 32.85714, 0.23746, 48000.00000, 10.89241
810, 10.00000, 32.85714, 0.23823, 48000.00000, 10.92766
811, 10.00000, 32.85714, 0.23900, 48000.00000, 10.96245
812, 10.00000, 32.85714, 0.23976, 48000.00000, 10.99679
813, 10.00000, 32.85714, 0.24053, 48000.00000, 11.03070
814, 10.00000, 32.85714, 0.24130, 48000.00000, 11.06420
815, 10.00000, 32.85714, 0.24207, 48000.00000, 11.09730
