t,x,y
-6.35364,422.78986,4.00594
-6.35564,422.77011,3.98737
-6.35764,422.74927,3.96879
-6.35964,422.72766,3.95019
-6.36164,422.70505,3.93159
-6.36364,422.68170,3.91296
-6.36564,422.65717,3.89431
-6.36764,422.63190,3.87565
-6.36964,422.60568,3.85699
-6.37164,422.57852,3.83830
-6.37364,422.55060,3.81961
-6.37564,422.52161,3.80091
-6.37764,422.49173,3.78218
-6.37964,422.46103,3.76344
-6.38164,422.42944,3.74472
-6.38364,422.39676,3.72594
-6.38564,422.36328,3.70717
-6.38764,422.32904,3.68840
-6.38964,422.29367,3.66960
-6.39164,422.25751,3.65078
-6.39364,422.22046,3.63197
-6.39564,422.18243,3.61312
-6.39764,422.14352,3.59427
-6.39964,422.10373,3.57543
-6.40164,422.06293,3.55654
-6.40364,422.02136,3.53765
-6.40564,421.97873,3.51875
-6.40764,421.93533,3.49985
-6.40964,421.89102,3.48093
-6.41164,421.84570,3.46200
-6.41364,421.79953,3.44304
-6.41564,421.75256,3.42410
-6.41764,421.70465,3.40514
-6.41964,421.65573,3.38615
-6.42164,421.60587,3.36715
-6.42364,421.55524,3.34815
-6.42564,421.50357,3.32911
-6.42764,421.45117,3.31011
-6.42964,421.39783,3.29108
-6.43164,421.34348,3.27203
-6.43364,421.28830,3.25296
-6.43564,421.23212,3.23388
-6.43764,421.17511,3.21480
-6.43964,421.11716,3.19571
-6.44164,421.05841,3.17660
-6.44365,420.99866,3.15747
-6.44564,420.93793,3.13835
-6.44764,420.87656,3.11923
-6.44964,420.81406,3.10007
-6.45164,420.75070,3.08090
-6.45365,420.68646,3.06173
-6.45565,420.62134,3.04254
-6.45765,420.55536,3.02337
-6.45965,420.48840,3.00416
-6.46165,420.42047,2.98493
-6.46365,420.35181,2.96573
-6.46565,420.28214,2.94649
-6.46765,420.21173,2.92727
-6.46965,420.14023,2.90800
-6.47165,420.06787,2.88873
-6.47365,419.99463,2.86945
-6.47565,419.92053,2.85018
-6.47765,419.84546,2.83088
-6.47965,419.76956,2.81158
-6.48165,419.69260,2.79225
-6.48365,419.61496,2.77295
-6.48565,419.53622,2.75360
-6.48765,419.45679,2.73427
-6.48965,419.37628,2.71491
-6.49165,419.29507,2.69556
-6.49365,419.21277,2.67619
-6.49565,419.12967,2.65681
-6.49765,419.04578,2.63743
-6.49965,418.96078,2.61802
-6.50165,418.87500,2.59862
-6.50365,418.78824,2.57920
-6.50565,418.70071,2.55979
-6.50765,418.61221,2.54035
-6.50965,418.52280,2.52090
-6.51165,418.43246,2.50145
-6.51365,418.34143,2.48200
-6.51565,418.24924,2.46252
-6.51765,418.15634,2.44305
-6.51965,418.06247,2.42357
-6.52165,417.96780,2.40408
-6.52365,417.87216,2.38459
-6.52565,417.77567,2.36508
-6.52765,417.67819,2.34555
-6.52965,417.57986,2.32602
-6.53165,417.48056,2.30648
-6.53365,417.38055,2.28694
-6.53565,417.27957,2.26740
-6.53765,417.17773,2.24785
-6.53965,417.07498,2.22828
-6.54165,416.97128,2.20870
-6.54365,416.86676,2.18913
-6.54565,416.76135,2.16954
-6.54766,416.65500,2.14994
-6.54966,416.54767,2.13032
-6.55165,416.43976,2.11073
-6.55366,416.33072,2.09111
-6.55565,416.22095,2.07150
-6.55766,416.11017,2.05186
-6.55966,415.99850,2.03221
-6.56166,415.88596,2.01256
-6.56366,415.77255,1.99292
-6.56566,415.65826,1.97326
-6.56766,415.54303,1.95358
-6.56966,415.42703,1.93392
-6.57166,415.31012,1.91424
-6.57366,415.19238,1.89457
-6.57566,415.07370,1.87487
-6.57766,414.95404,1.85516
-6.57966,414.83347,1.83545
-6.58166,414.71219,1.81574
-6.58366,414.58990,1.79602
-6.58566,414.46683,1.77630
-6.58766,414.34271,1.75655
-6.58966,414.21793,1.73683
-6.59166,414.09216,1.71708
-6.59366,413.96561,1.69734
-6.59566,413.83807,1.67758
-6.59766,413.70956,1.65781
-6.59966,413.58051,1.63807
-6.60166,413.45020,1.61828
-6.60366,413.31921,1.59850
-6.60566,413.18729,1.57872
-6.60766,413.05438,1.55891
-6.60966,412.92096,1.53914
-6.61166,412.78650,1.51936
-6.61366,412.65115,1.49955
-6.61566,412.51480,1.47974
-6.61766,412.37756,1.45991
-6.61966,412.23962,1.44010
-6.62166,412.10071,1.42027
-6.62366,411.96085,1.40043
-6.62566,411.82019,1.38059
-6.62766,411.67877,1.36076
-6.62966,411.53650,1.34093
-6.63166,411.39319,1.32108
-6.63366,411.24905,1.30122
-6.63566,411.10397,1.28135
-6.63766,410.95819,1.26149
-6.63966,410.81146,1.24163
-6.64166,410.66394,1.22177
-6.64367,410.51544,1.20188
-6.64566,410.36612,1.18201
-6.64767,410.21597,1.16212
-6.64966,410.06500,1.14225
-6.65166,409.91306,1.12236
-6.65367,409.76019,1.10245
-6.65567,409.60657,1.08255
-6.65767,409.45215,1.06266
-6.65967,409.29669,1.04275
-6.66167,409.14041,1.02283
-6.66367,408.98346,1.00293
-6.66567,408.82544,0.98301
-6.66767,408.66650,0.96307
-6.66967,408.50702,0.94317
-6.67167,408.34637,0.92323
-6.67367,408.18506,0.90331
-6.67567,408.02283,0.88338
-6.67767,407.85965,0.86344
-6.67967,407.69559,0.84349
-6.68167,407.53073,0.82354
-6.68367,407.36514,0.80361
-6.68567,407.19849,0.78365
-6.68767,407.03137,0.76373
-6.68967,406.86304,0.74377
-6.69167,406.69391,0.72381
-6.69367,406.52390,0.70384
-6.69567,406.35309,0.68388
-6.69767,406.18152,0.66392
-6.69967,406.00888,0.64395
-6.70167,405.83560,0.62399
-6.70367,405.66132,0.60401
-6.70567,405.48651,0.58407
-6.70767,405.31049,0.56408
-6.70967,405.13361,0.54410
-6.71167,404.95596,0.52412
-6.71367,404.77753,0.50414
-6.71567,404.59836,0.48417
-6.71767,404.41812,0.46418
-6.71967,404.23721,0.44420
-6.72167,404.05536,0.42421
-6.72367,403.87256,0.40421
-6.72567,403.68921,0.38424
-6.72767,403.50482,0.36425
-6.72967,403.31949,0.34425
-6.73167,403.13339,0.32425
-6.73367,402.94662,0.30427
-6.73567,402.75891,0.28428
-6.73767,402.57034,0.26428
-6.73967,402.38092,0.24428
-6.74167,402.19067,0.22429
-6.74368,401.99945,0.20428
-6.74567,401.80768,0.18429
-6.74767,401.61487,0.16429
-6.74968,401.42111,0.14427
-6.75167,401.22690,0.12429
-6.75368,401.03159,0.10429
-6.75567,400.83563,0.08430
-6.75768,400.63867,0.06430
-6.75968,400.44077,0.04428
-6.76168,400.24216,0.02428
-6.76368,400.04288,0.00429
-6.76568,399.84256,-0.01572
-6.76768,399.64148,-0.03572
-6.76968,399.43942,-0.05574
-6.77168,399.23679,-0.07573
-6.77368,399.03314,-0.09573
-6.77568,398.82883,-0.11573
-6.77768,398.62347,-0.13574
-6.77968,398.41751,-0.15573
-6.78168,398.21072,-0.17572
-6.78368,398.00308,-0.19572
-6.78568,397.79440,-0.21573
-6.78768,397.58493,-0.23574
-6.78968,397.37466,-0.25575
-6.79168,397.16397,-0.27572
-6.79368,396.95230,-0.29570
-6.79568,396.73953,-0.31570
-6.79768,396.52606,-0.33570
-6.79968,396.31165,-0.35571
-6.80168,396.09677,-0.37568
-6.80368,395.88083,-0.39567
-6.80568,395.66400,-0.41566
-6.80768,395.44644,-0.43566
-6.80968,395.22818,-0.45563
-6.81168,395.00919,-0.47560
-6.81368,394.78922,-0.49558
-6.81568,394.56836,-0.51557
-6.81768,394.34665,-0.53556
-6.81968,394.12415,-0.55554
-6.82168,393.90112,-0.57550
-6.82368,393.67700,-0.59548
-6.82568,393.45215,-0.61545
-6.82768,393.22672,-0.63540
-6.82968,393.00012,-0.65538
-6.83168,392.77298,-0.67534
-6.83368,392.54474,-0.69531
-6.83568,392.31583,-0.71528
-6.83768,392.08618,-0.73524
-6.83968,391.85577,-0.75518
-6.84168,391.62454,-0.77513
-6.84369,391.39249,-0.79508
-6.84568,391.15961,-0.81502
-6.84768,390.92587,-0.83497
-6.84969,390.69141,-0.85491
-6.85168,390.45618,-0.87485
-6.85369,390.22009,-0.89478
-6.85569,389.98318,-0.91472
-6.85769,389.74561,-0.93464
-6.85969,389.50717,-0.95456
-6.86169,389.26788,-0.97448
-6.86369,389.02792,-0.99440
-6.86569,388.78708,-1.01431
-6.86769,388.54544,-1.03423
-6.86969,388.30307,-1.05413
-6.87169,388.05978,-1.07404
-6.87369,387.81567,-1.09395
-6.87569,387.57089,-1.11385
-6.87769,387.32544,-1.13373
-6.87969,387.07904,-1.15362
-6.88169,386.83206,-1.17349
-6.88369,386.58408,-1.19338
-6.88569,386.33527,-1.21326
-6.88769,386.08594,-1.23312
-6.88969,385.83563,-1.25299
-6.89169,385.58456,-1.27286
-6.89369,385.33264,-1.29272
-6.89569,385.07983,-1.31259
-6.89769,384.82660,-1.33243
-6.89969,384.57263,-1.35226
-6.90169,384.31763,-1.37211
-6.90369,384.06177,-1.39195
-6.90569,383.80518,-1.41180
-6.90769,383.54819,-1.43160
-6.90969,383.28998,-1.45143
-6.91169,383.03107,-1.47126
-6.91369,382.77133,-1.49108
-6.91569,382.51123,-1.51087
-6.91769,382.25031,-1.53065
-6.91969,381.98828,-1.55046
-6.92169,381.72559,-1.57025
-6.92369,381.46201,-1.59005
-6.92569,381.19775,-1.60983
-6.92769,380.93289,-1.62960
-6.92969,380.66708,-1.64937
-6.93169,380.40070,-1.66913
-6.93369,380.13354,-1.68888
-6.93569,379.86536,-1.70864
-6.93769,379.59680,-1.72837
-6.93969,379.32706,-1.74812
-6.94169,379.05673,-1.76785
-6.94370,378.78546,-1.78761
-6.94569,378.51410,-1.80729
-6.94769,378.24139,-1.82701
-6.94970,377.96786,-1.84674
-6.95170,377.69379,-1.86644
-6.95370,377.41910,-1.88612
-6.95570,377.14349,-1.90582
-6.95770,376.86731,-1.92549
-6.95970,376.59006,-1.94518
-6.96170,376.31210,-1.96486
-6.96370,376.03369,-1.98451
-6.96570,375.75439,-2.00416
-6.96770,375.47437,-2.02380
-6.96970,375.19324,-2.04346
-6.97170,374.91187,-2.06309
-6.97370,374.62943,-2.08272
-6.97570,374.34650,-2.10234
-6.97770,374.06274,-2.12194
-6.97970,373.77814,-2.14156
-6.98170,373.49277,-2.16116
-6.98370,373.20700,-2.18073
-6.98570,372.92017,-2.20033
-6.98770,372.63254,-2.21991
-6.98970,372.34442,-2.23948
-6.99170,372.05554,-2.25902
-6.99370,371.76587,-2.27858
-6.99570,371.47549,-2.29812
-6.99770,371.18420,-2.31766
-6.99970,370.89206,-2.33721
-7.00170,370.59946,-2.35673
-7.00370,370.30637,-2.37623
-7.00570,370.01218,-2.39574
-7.00770,369.71759,-2.41522
-7.00970,369.42194,-2.43472
-7.01170,369.12567,-2.45420
-7.01370,368.82883,-2.47366
-7.01570,368.53104,-2.49313
-7.01770,368.23248,-2.51259
-7.01970,367.93332,-2.53204
-7.02170,367.63361,-2.55147
-7.02370,367.33298,-2.57090
-7.02570,367.03192,-2.59030
-7.02770,366.72968,-2.60972
-7.02970,366.42694,-2.62913
-7.03170,366.12332,-2.64853
-7.03370,365.81943,-2.66790
-7.03570,365.51447,-2.68727
-7.03770,365.20874,-2.70665
-7.03970,364.90277,-2.72598
-7.04170,364.59573,-2.74533
-7.04370,364.28802,-2.76467
-7.04570,363.97964,-2.78399
-7.04770,363.67041,-2.80332
-7.04971,363.36050,-2.82263
-7.05170,363.05023,-2.84191
-7.05371,362.73886,-2.86121
-7.05571,362.42694,-2.88048
-7.05771,362.11414,-2.89976
-7.05971,361.80112,-2.91900
-7.06171,361.48685,-2.93827
-7.06371,361.17233,-2.95749
-7.06571,360.85666,-2.97673
-7.06771,360.54053,-2.99595
-7.06971,360.22397,-3.01514
-7.07171,359.90640,-3.03434
-7.07371,359.58817,-3.05353
-7.07571,359.26917,-3.07271
-7.07771,358.94949,-3.09188
-7.07971,358.62949,-3.11102
-7.08171,358.30872,-3.13015
-7.08371,357.98694,-3.14929
-7.08571,357.66458,-3.16842
-7.08771,357.34143,-3.18754
-7.08971,357.01797,-3.20662
-7.09171,356.69345,-3.22572
-7.09371,356.36829,-3.24481
-7.09571,356.04251,-3.26387
-7.09771,355.71631,-3.28291
-7.09971,355.38937,-3.30195
-7.10171,355.06158,-3.32098
-7.10371,354.73294,-3.34002
-7.10571,354.40390,-3.35902
-7.10771,354.07397,-3.37803
-7.10971,353.74365,-3.39700
-7.11171,353.41241,-3.41599
-7.11371,353.08060,-3.43495
-7.11571,352.74823,-3.45390
-7.11771,352.41516,-3.47283
-7.11971,352.08154,-3.49175
-7.12171,351.74698,-3.51067
-7.12371,351.41174,-3.52958
-7.12571,351.07581,-3.54847
-7.12771,350.73962,-3.56734
-7.12971,350.40234,-3.58622
-7.13171,350.06439,-3.60508
-7.13371,349.72614,-3.62391
-7.13571,349.38721,-3.64273
-7.13771,349.04724,-3.66156
-7.13971,348.70709,-3.68034
-7.14171,348.36597,-3.69914
-7.14371,348.02417,-3.71792
-7.14571,347.68204,-3.73668
-7.14771,347.33887,-3.75544
-7.14972,346.99518,-3.77418
-7.15172,346.65091,-3.79291
-7.15372,346.30597,-3.81162
-7.15572,345.96036,-3.83032
-7.15771,345.61435,-3.84900
-7.15972,345.26740,-3.86767
-7.16172,344.91986,-3.88633
-7.16372,344.57153,-3.90499
-7.16572,344.22302,-3.92361
-7.16772,343.87335,-3.94224
-7.16972,343.52322,-3.96085
-7.17172,343.17273,-3.97943
-7.17372,342.82132,-3.99801
-7.17572,342.46960,-4.01656
-7.17772,342.11697,-4.03511
-7.17972,341.76355,-4.05366
-7.18172,341.40958,-4.07219
-7.18372,341.05505,-4.09070
-7.18572,340.70007,-4.10919
-7.18772,340.34418,-4.12768
-7.18972,339.98807,-4.14613
-7.19172,339.63104,-4.16459
-7.19372,339.27332,-4.18303
-7.19572,338.91541,-4.20144
-7.19772,338.55630,-4.21987
-7.19972,338.19684,-4.23825
-7.20172,337.83661,-4.25664
-7.20372,337.47620,-4.27499
-7.20572,337.11475,-4.29335
-7.20772,336.75305,-4.31167
-7.20972,336.39044,-4.33000
-7.21172,336.02707,-4.34832
-7.21372,335.66336,-4.36659
-7.21572,335.29904,-4.38488
-7.21772,334.93405,-4.40313
-7.21972,334.56836,-4.42138
-7.22172,334.20239,-4.43960
-7.22372,333.83557,-4.45782
-7.22572,333.46851,-4.47600
-7.22772,333.10028,-4.49419
-7.22972,332.73151,-4.51238
-7.23172,332.36224,-4.53053
-7.23372,331.99274,-4.54865
-7.23572,331.62225,-4.56678
-7.23772,331.25122,-4.58489
-7.23973,330.87958,-4.60298
-7.24172,330.50757,-4.62105
-7.24372,330.13480,-4.63911
-7.24572,329.76172,-4.65714
-7.24772,329.38763,-4.67517
-7.24973,329.01300,-4.69319
-7.25172,328.63821,-4.71116
-7.25373,328.26245,-4.72914
-7.25573,327.88602,-4.74711
-7.25773,327.50912,-4.76506
-7.25973,327.13147,-4.78300
-7.26173,326.75372,-4.80090
-7.26373,326.37540,-4.81878
-7.26573,325.99622,-4.83666
-7.26773,325.61636,-4.85453
-7.26973,325.23593,-4.87238
-7.27173,324.85526,-4.89020
-7.27373,324.47369,-4.90801
-7.27573,324.09152,-4.92581
-7.27773,323.70886,-4.94359
-7.27973,323.32599,-4.96134
-7.28173,322.94247,-4.97908
-7.28373,322.55817,-4.99681
-7.28573,322.17310,-5.01452
-7.28773,321.78775,-5.03221
-7.28973,321.40167,-5.04989
-7.29173,321.01529,-5.06754
-7.29373,320.62811,-5.08518
-7.29573,320.24051,-5.10279
-7.29773,319.85257,-5.12039
-7.29973,319.46362,-5.13799
-7.30173,319.07452,-5.15554
-7.30373,318.68460,-5.17310
-7.30573,318.29398,-5.19064
-7.30773,317.90286,-5.20817
-7.30973,317.51184,-5.22564
-7.31173,317.11972,-5.24312
-7.31373,316.72690,-5.26060
-7.31573,316.33411,-5.27802
-7.31773,315.94022,-5.29546
-7.31973,315.54590,-5.31287
-7.32173,315.15143,-5.33024
-7.32373,314.75601,-5.34762
-7.32573,314.36023,-5.36497
-7.32773,313.96405,-5.38229
-7.32973,313.56711,-5.39960
-7.33173,313.16946,-5.41692
-7.33373,312.77182,-5.43417
-7.33573,312.37314,-5.45145
-7.33773,311.97409,-5.46868
-7.33973,311.57492,-5.48588
-7.34173,311.17468,-5.50309
-7.34373,310.77399,-5.52028
-7.34574,310.37268,-5.53746
-7.34773,309.97156,-5.55457
-7.34974,309.56903,-5.57172
-7.35173,309.16675,-5.58880
-7.35373,308.76346,-5.60590
-7.35574,308.35956,-5.62297
-7.35773,307.95569,-5.64001
-7.35974,307.55078,-5.65704
-7.36174,307.14545,-5.67405
-7.36374,306.73956,-5.69105
-7.36574,306.33328,-5.70802
-7.36774,305.92673,-5.72496
-7.36974,305.51984,-5.74187
-7.37174,305.11200,-5.75878
-7.37374,304.70367,-5.77568
-7.37574,304.29462,-5.79257
-7.37774,303.88562,-5.80940
-7.37974,303.47580,-5.82623
-7.38174,303.06549,-5.84303
-7.38374,302.65460,-5.85984
-7.38574,302.24362,-5.87659
-7.38774,301.83200,-5.89334
-7.38974,301.41965,-5.91008
-7.39174,301.00684,-5.92679
-7.39374,300.59348,-5.94348
-7.39574,300.17981,-5.96014
-7.39774,299.76581,-5.97679
-7.39974,299.35089,-5.99342
-7.40174,298.93564,-6.01003
-7.40374,298.52032,-6.02660
-7.40574,298.10413,-6.04317
-7.40774,297.68787,-6.05970
-7.40974,297.27063,-6.07623
-7.41174,296.85297,-6.09273
-7.41374,296.43478,-6.10922
-7.41574,296.01648,-6.12567
-7.41774,295.59756,-6.14211
-7.41974,295.17783,-6.15854
-7.42174,294.75784,-6.17494
-7.42374,294.33783,-6.19129
-7.42574,293.91696,-6.20764
-7.42774,293.49585,-6.22397
-7.42974,293.07391,-6.24029
-7.43174,292.65152,-6.25659
-7.43374,292.22922,-6.27283
-7.43574,291.80594,-6.28908
-7.43774,291.38229,-6.30531
-7.43974,290.95801,-6.32152
-7.44174,290.53387,-6.33769
-7.44374,290.10889,-6.35384
-7.44574,289.68353,-6.36998
-7.44774,289.25766,-6.38609
-7.44975,288.83127,-6.40219
-7.45175,288.40430,-6.41827
-7.45374,287.97757,-6.43429
-7.45575,287.54965,-6.45033
-7.45775,287.12158,-6.46633
-7.45975,286.69324,-6.48231
-7.46175,286.26401,-6.49828
-7.46375,285.83496,-6.51420
-7.46575,285.40509,-6.53011
-7.46775,284.97470,-6.54600
-7.46975,284.54370,-6.56189
-7.47175,284.11240,-6.57774
-7.47375,283.68134,-6.59355
-7.47575,283.24915,-6.60935
-7.47775,282.81714,-6.62511
-7.47975,282.38403,-6.64088
-7.48175,281.95074,-6.65661
-7.48375,281.51740,-6.67230
-7.48575,281.08295,-6.68801
-7.48775,280.64841,-6.70366
-7.48975,280.21329,-6.71931
-7.49175,279.77829,-6.73491
-7.49375,279.34229,-6.75052
-7.49575,278.90646,-6.76607
-7.49775,278.46967,-6.78162
-7.49975,278.03259,-6.79715
-7.50175,277.59485,-6.81266
-7.50375,277.15741,-6.82812
-7.50575,276.71902,-6.84358
-7.50775,276.28015,-6.85902
-7.50975,275.84140,-6.87441
-7.51175,275.40192,-6.88979
-7.51375,274.96237,-6.90514
-7.51575,274.52197,-6.92048
-7.51775,274.08109,-6.93580
-7.51975,273.64001,-6.95109
-7.52175,273.19873,-6.96634
-7.52375,272.75684,-6.98158
-7.52575,272.31458,-6.99679
-7.52775,271.87170,-7.01199
-7.52975,271.42914,-7.02714
-7.53175,270.98547,-7.04230
-7.53375,270.54205,-7.05740
-7.53575,270.09778,-7.07250
-7.53775,269.65308,-7.08757
-7.53975,269.20853,-7.10260
-7.54175,268.76306,-7.11762
-7.54375,268.31732,-7.13262
-7.54576,267.87122,-7.14759
-7.54776,267.42456,-7.16255
-7.54976,266.97815,-7.17745
-7.55175,266.53113,-7.19234
-7.55375,266.08356,-7.20722
-7.55576,265.63553,-7.22207
-7.55776,265.18707,-7.23689
-7.55976,264.73874,-7.25168
-7.56176,264.28961,-7.26645
-7.56376,263.84024,-7.28120
-7.56576,263.39032,-7.29592
-7.56776,262.94052,-7.31062
-7.56976,262.49048,-7.32527
-7.57176,262.03952,-7.33992
-7.57376,261.58832,-7.35454
-7.57576,261.13669,-7.36914
-7.57776,260.68457,-7.38372
-7.57976,260.23279,-7.39825
-7.58176,259.77994,-7.41278
-7.58376,259.32709,-7.42727
-7.58576,258.87411,-7.44173
-7.58776,258.42035,-7.45618
-7.58976,257.96674,-7.47058
-7.59176,257.51236,-7.48497
-7.59376,257.05768,-7.49934
-7.59576,256.60254,-7.51369
-7.59776,256.14761,-7.52798
-7.59976,255.69185,-7.54227
-7.60176,255.23582,-7.55654
-7.60376,254.77943,-7.57077
-7.60576,254.32318,-7.58497
-7.60776,253.86612,-7.59916
-7.60976,253.40903,-7.61331
-7.61176,252.95140,-7.62744
-7.61376,252.49350,-7.64154
-7.61576,252.03552,-7.65561
-7.61776,251.57697,-7.66965
-7.61976,251.11801,-7.68368
-7.62176,250.65842,-7.69770
-7.62376,250.19937,-7.71165
-7.62576,249.73947,-7.72560
-7.62776,249.27956,-7.73952
-7.62976,248.81908,-7.75340
-7.63176,248.35826,-7.76726
-7.63376,247.89700,-7.78111
-7.63576,247.43599,-7.79491
-7.63776,246.97430,-7.80870
-7.63976,246.51221,-7.82245
-7.64176,246.05038,-7.83617
-7.64376,245.58745,-7.84988
-7.64576,245.12503,-7.86354
-7.64776,244.66191,-7.87719
-7.64977,244.19823,-7.89083
-7.65177,243.73438,-7.90442
-7.65377,243.27020,-7.91798
-7.65577,242.80608,-7.93152
-7.65777,242.34152,-7.94504
-7.65977,241.87704,-7.95850
-7.66177,241.41173,-7.97196
-7.66377,240.94614,-7.98539
-7.66577,240.48056,-7.99879
-7.66777,240.01456,-8.01217
-7.66977,239.54814,-8.02552
-7.67177,239.08136,-8.03885
-7.67377,238.61510,-8.05211
-7.67577,238.14755,-8.06540
-7.67777,237.68063,-8.07860
-7.67977,237.21286,-8.09182
-7.68177,236.74478,-8.10500
-7.68377,236.27637,-8.11817
-7.68577,235.80847,-8.13127
-7.68777,235.33940,-8.14437
-7.68977,234.87027,-8.15744
-7.69177,234.40150,-8.17048
-7.69377,233.93196,-8.18349
-7.69577,233.46245,-8.19646
-7.69777,232.99222,-8.20942
-7.69977,232.52196,-8.22235
-7.70177,232.05135,-8.23524
-7.70377,231.58080,-8.24811
-7.70577,231.10962,-8.26096
-7.70777,230.63828,-8.27376
-7.70977,230.16667,-8.28655
-7.71177,229.69525,-8.29930
-7.71377,229.22324,-8.31202
-7.71577,228.75136,-8.32471
-7.71777,228.27847,-8.33739
-7.71977,227.80580,-8.35003
-7.72177,227.33321,-8.36263
-7.72377,226.85992,-8.37522
-7.72577,226.38615,-8.38778
-7.72777,225.91258,-8.40030
-7.72977,225.43843,-8.41281
-7.73177,224.96472,-8.42526
-7.73377,224.49080,-8.43769
-7.73577,224.01611,-8.45010
-7.73777,223.54121,-8.46248
-7.73977,223.06619,-8.47483
-7.74177,222.59120,-8.48714
-7.74377,222.11566,-8.49944
-7.74578,221.63986,-8.51170
-7.74778,221.16379,-8.52394
-7.74977,220.68808,-8.53613
-7.75177,220.21207,-8.54830
-7.75377,219.73552,-8.56045
-7.75578,219.25876,-8.57256
-7.75778,218.78159,-8.58466
-7.75978,218.30438,-8.59672
-7.76178,217.82733,-8.60873
-7.76378,217.34962,-8.62073
-7.76578,216.87183,-8.63270
-7.76778,216.39429,-8.64462
-7.76978,215.91614,-8.65653
-7.77178,215.43814,-8.66840
-7.77378,214.95953,-8.68025
-7.77578,214.48074,-8.69207
-7.77778,214.00168,-8.70386
-7.77978,213.52292,-8.71561
-7.78178,213.04353,-8.72734
-7.78378,212.56400,-8.73904
-7.78578,212.08463,-8.75071
-7.78778,211.60474,-8.76234
-7.78978,211.12466,-8.77394
-7.79178,210.64464,-8.78551
-7.79378,210.16437,-8.79706
-7.79578,209.68369,-8.80857
-7.79778,209.20334,-8.82005
-7.79978,208.72227,-8.83151
-7.80178,208.24117,-8.84293
-7.80378,207.76021,-8.85432
-7.80578,207.27881,-8.86569
-7.80778,206.79707,-8.87702
-7.80978,206.31567,-8.88832
-7.81178,205.83374,-8.89960
-7.81378,205.35168,-8.91083
-7.81578,204.86928,-8.92205
-7.81778,204.38744,-8.93321
-7.81978,203.90488,-8.94435
-7.82178,203.42249,-8.95547
-7.82378,202.93950,-8.96656
-7.82578,202.45630,-8.97763
-7.82778,201.97362,-8.98864
-7.82978,201.49039,-8.99962
-7.83178,201.00685,-9.01059
-7.83378,200.52328,-9.02152
-7.83578,200.03940,-9.03243
-7.83778,199.55582,-9.04329
-7.83978,199.07237,-9.05411
-7.84178,198.58810,-9.06492
-7.84378,198.10373,-9.07570
-7.84579,197.61929,-9.08645
-7.84778,197.13522,-9.09715
-7.84978,196.65039,-9.10783
-7.85179,196.16545,-9.11849
-7.85379,195.68053,-9.12910
-7.85579,195.19585,-9.13968
-7.85778,194.71106,-9.15023
-7.85979,194.22583,-9.16076
-7.86179,193.74031,-9.17125
-7.86379,193.25462,-9.18171
-7.86579,192.76895,-9.19215
-7.86779,192.28368,-9.20253
-7.86979,191.79776,-9.21289
-7.87179,191.31158,-9.22323
-7.87379,190.82590,-9.23353
-7.87579,190.33957,-9.24380
-7.87779,189.85361,-9.25403
-7.87979,189.36731,-9.26423
-7.88179,188.88066,-9.27441
-7.88379,188.39378,-9.28455
-7.88579,187.90768,-9.29465
-7.88779,187.42070,-9.30474
-7.88979,186.93375,-9.31478
-7.89179,186.44664,-9.32479
-7.89379,185.95993,-9.33477
-7.89579,185.47278,-9.34471
-7.89779,184.98578,-9.35463
-7.89979,184.49835,-9.36451
-7.90179,184.01089,-9.37437
-7.90379,183.52380,-9.38417
-7.90579,183.03603,-9.39397
-7.90779,182.54829,-9.40372
-7.90979,182.06049,-9.41344
-7.91179,181.57309,-9.42313
-7.91379,181.08502,-9.43278
-7.91579,180.59737,-9.44240
-7.91779,180.10924,-9.45199
-7.91979,179.62099,-9.46156
-7.92179,179.13263,-9.47109
-7.92379,178.64471,-9.48058
-7.92579,178.15637,-9.49003
-7.92779,177.66791,-9.49946
-7.92979,177.17978,-9.50885
-7.93179,176.69125,-9.51821
-7.93379,176.20294,-9.52754
-7.93579,175.71423,-9.53684
-7.93779,175.22540,-9.54610
-7.93979,174.73668,-9.55533
-7.94180,174.24777,-9.56453
-7.94379,173.75928,-9.57369
-7.94580,173.27019,-9.58282
-7.94779,172.78159,-9.59192
-7.94979,172.29260,-9.60097
-7.95180,171.80339,-9.61002
-7.95379,171.31465,-9.61902
-7.95580,170.82547,-9.62798
-7.95780,170.33606,-9.63692
-7.95980,169.84706,-9.64581
-7.96180,169.35800,-9.65467
-7.96380,168.86871,-9.66351
-7.96580,168.37982,-9.67230
-7.96780,167.89044,-9.68107
-7.96980,167.40079,-9.68981
-7.97180,166.91144,-9.69851
-7.97380,166.42242,-9.70717
-7.97580,165.93274,-9.71581
-7.97780,165.44339,-9.72439
-7.97980,164.95404,-9.73296
-7.98180,164.46448,-9.74150
-7.98380,163.97540,-9.74998
-7.98580,163.48602,-9.75844
-7.98780,162.99612,-9.76689
-7.98980,162.50645,-9.77529
-7.99180,162.01732,-9.78364
-7.99380,161.52768,-9.79197
-7.99580,161.03802,-9.80026
-7.99780,160.54831,-9.80853
-7.99980,160.05905,-9.81675
-8.00180,159.56940,-9.82494
-8.00380,159.08022,-9.83310
-8.00580,158.59055,-9.84123
-8.00780,158.10080,-9.84932
-8.00980,157.61162,-9.85737
-8.01180,157.12198,-9.86539
-8.01380,156.63232,-9.87339
-8.01580,156.14261,-9.88135
-8.01780,155.65298,-9.88927
-8.01980,155.16386,-9.89715
-8.02180,154.67468,-9.90500
